x,y,z,cluster
2.75769,4.86607,-0.849183,44
2.7742,4.82594,-0.84495,44
3.97143,3.59828,-0.812026,-2
3.14341,-3.38488,-0.694598,45
3.19425,-3.36124,-0.753731,45
3.17086,-3.3779,-0.753057,45
3.11991,-3.36478,-0.745475,45
3.15914,-3.44926,-0.760639,45
3.19995,-3.3644,-0.810594,45
3.1577,-3.36103,-0.804834,45
3.12296,-3.3652,-0.801054,45
3.11223,-3.39518,-0.803754,45
2.79797,0.979005,-0.613177,47
2.7993,0.960232,-0.612101,47
2.83055,1.01077,-0.65737,47
2.76958,0.969893,-0.640874,47
2.76995,0.950984,-0.639518,47
2.8459,0.95757,-0.656692,47
2.79697,0.997963,-0.687184,47
2.78929,0.975966,-0.683617,47
2.79798,0.959779,-0.68433,47
2.79738,0.940424,-0.682665,47
2.93371,1.06851,-0.761417,47
2.77784,0.992505,-0.71715,47
2.77383,0.97192,-0.714414,47
2.77332,0.95268,-0.712673,47
2.77636,0.934718,-0.711927,47
2.82344,0.931313,-0.723118,47
2.78396,1.01152,-0.757127,47
2.75191,0.98079,-0.746207,47
2.75332,0.962291,-0.744907,47
2.75826,0.945066,-0.744647,47
2.77133,0.930585,-0.746727,47
2.94849,0.970059,-0.795347,47
2.94842,1.07329,-0.84252,47
2.74462,0.980102,-0.779662,47
2.75422,0.964515,-0.780746,47
2.75917,0.947285,-0.780475,47
2.77497,0.933713,-0.783455,47
2.80899,0.926007,-0.791854,47
2.762,1.00299,-0.822357,47
2.74279,0.976999,-0.814465,47
2.73968,0.956984,-0.811647,47
2.75004,0.941711,-0.813056,47
2.75122,0.923291,-0.811647,47
0.69604,-1.68546,-0.605388,48
0.681081,-1.67834,-0.60104,48
0.669724,-1.67986,-0.600037,48
0.747986,-1.78211,-0.667982,48
0.691511,-1.67649,-0.624192,48
0.673089,-1.6607,-0.616261,48
0.665321,-1.6709,-0.618675,48
0.689985,-1.7641,-0.653845,48
0.715603,-1.70232,-0.658549,48
0.678739,-1.64273,-0.632295,48
0.666538,-1.64167,-0.630167,48
